,Planet,Per,E_Per,e_Per,Rp/Rstar,E_Rp/Rstar,e_Rp/Rstar,T,E_T,e_T,Rp,E_Rp,e_Rp,Tmax-c,E_Tmax-c,e_Tmax-c,a,E_a,e_a,S,E_S,e_S,Samp,KOI,Teff,e_Teff,FeH,e_FeH,Rstar,E_Rstar,e_Rstar,Mstar-iso,E_Mstar-iso,e_Mstar-iso,Rstar-iso,E_Rstar-iso,e_Rstar-iso,age-iso,E_age-iso,e_age-iso
999,K02732.02,13.61165024,8.495e-05,-8.495e-05,0.906,0.04,-0.04, 7.4389,0.1422,-0.1422,1.8,0.11,-0.11,7.9664,0.2159,-0.2159,0.1245,0.0019,-0.0019,256.0191,20.9618,-20.9618,1,2732,6082,100,0.08,0.06,1.82,0.08,-0.07,1.30,0.03,-0.09,1.80,0.05,-0.04, 3.3, 1.3,-0.4
1000,K02732.03,54.2811949,0.0003812,-0.0003812,1.126,0.052,-0.052, 5.2481,0.1684,-0.1684,2.24,0.14,-0.14,12.5749,0.3408,-0.3408,0.3103,0.0048,-0.0048,41.238,3.3764,-3.3764,0,2732,6082,100,0.08,0.06,1.82,0.08,-0.07,1.30,0.03,-0.09,1.80,0.05,-0.04, 3.3, 1.3,-0.4
1001,K02736.01,9.33648141,3.477e-05,-3.477e-05,2.682,0.162,-0.162, 2.2182,0.0948,-0.0948,1.9,0.14,-0.14,3.2217,0.0895,-0.0895,0.0782,0.001,-0.001,24.1505,2.5249,-2.5249,1,2736,4411,70,0.04,0.09,0.65,0.03,-0.03,0.68,0.03,-0.03,0.66,0.02,-0.02, 7.8, 7.3,-5.5
1002,K02742.01,0.78916088,1.3e-06,-1.3e-06,1.338,0.078,-0.078, 0.9023,0.0523,-0.0523,0.91,0.06,-0.06,1.3724,0.0457,-0.0457,0.0149,0.0001,-0.0001,466.2976,58.0826,-58.0826,1,2742,4177,70,-0.09,0.09,0.62,0.02,-0.02,0.62,0.02,-0.02,0.62,0.02,-0.02,10.7, 6.2,-6.9
1003,K02743.01,11.87457664,3.944e-05,-3.944e-05,1.365,0.067,-0.067, 1.9215,0.0746,-0.0746,1.38,0.09,-0.09,4.3625,0.1241,-0.1241,0.1015,0.0014,-0.0014,71.1724,5.9332,-5.9332,0,2743,5583,100,-0.01,0.06,0.92,0.04,-0.04,0.92,0.04,-0.04,0.92,0.02,-0.02, 5.1, 3.3,-2.8
1004,K02748.01,23.1985852,0.0002264,-0.0002264,1.37,0.062,-0.062, 9.5169,0.2226,-0.2226,2.63,0.17,-0.17,10.0416,0.2855,-0.2855,0.1611,0.0016,-0.0016,92.8914,10.1754,-10.1754,1,2748,5468,100,-0.09,0.06,1.75,0.08,-0.08,0.98,0.03,-0.03,1.74,0.05,-0.05,10.1, 1.0,-0.9
1005,K02748.02,5.77721259,2.802e-05,-2.802e-05,1.063,0.055,-0.055, 2.3754,0.1122,-0.1122,2.04,0.14,-0.14,6.347,0.1805,-0.1805,0.0643,0.0007,-0.0007,581.9912,63.7521,-63.7521,0,2748,5468,100,-0.09,0.06,1.75,0.08,-0.08,0.98,0.03,-0.03,1.74,0.05,-0.05,10.1, 1.0,-0.9
1006,K02751.01,24.4004378,0.0001142,-0.0001142,2.64,0.156,-0.156, 2.5771,0.1164,-0.1164,2.04,0.14,-0.14,4.5128,0.1258,-0.1258,0.1479,0.0018,-0.0018,6.8135,0.709,-0.709,0,2751,4373,70,0.01,0.09,0.71,0.03,-0.03,0.68,0.03,-0.02,0.67,0.02,-0.02,11.3, 5.8,-7.0
1007,K02753.01,0.93511586,2.63e-06,-2.63e-06,0.748,0.034,-0.034, 1.5497,0.0785,-0.0785,1.05,0.06,-0.06,2.4609,0.0704,-0.0704,0.0202,0.0003,-0.0003,4095.3321,375.3579,-375.3579,1,2753,5811,100,0.22,0.06,1.29,0.05,-0.05,1.11,0.04,-0.05,1.28,0.03,-0.03, 5.4, 1.8,-1.4
1008,K02755.01,8.48299282,3.908e-05,-3.908e-05,0.771,0.034,-0.034, 2.4002,0.1099,-0.1099,0.81,0.05,-0.05,4.0525,0.1159,-0.1159,0.0817,0.0012,-0.0012,138.2838,10.8328,-10.8328,0,2755,5791,100,-0.14,0.06,0.96,0.04,-0.04,0.94,0.04,-0.04,0.96,0.02,-0.02, 5.1, 2.9,-2.5
1009,K02759.01,1.07808492,2.02e-06,-2.02e-06,1.119,0.061,-0.061, 0.9005,0.0615,-0.0615,0.88,0.05,-0.05,1.6821,0.0579,-0.0579,0.0194,0.0003,-0.0003,643.79,88.5147,-88.5147,1,2759,4765,110,0.0,0.09,0.72,0.02,-0.02,0.74,0.03,-0.03,0.72,0.03,-0.03, 8.1, 7.0,-5.6
1010,K02762.01,132.9955503,0.0008734,-0.0008734,3.203,0.161,-0.161, 6.8953,0.1487,-0.1487,2.66,0.16,-0.16,8.2092,0.2368,-0.2368,0.4629,0.0048,-0.0048,0.8042,0.0804,-0.0804,1,2762,4398,70,0.23,0.09,0.76,0.03,-0.02,0.73,0.02,-0.02,0.72,0.02,-0.02,12.0, 5.4,-7.1
1011,K02764.01,2.25297672,8.34e-06,-8.34e-06,1.992,0.095,-0.095, 1.6380,0.0743,-0.0743,1.35,0.08,-0.08,1.9277,0.0458,-0.0458,0.0294,0.0002,-0.0002,97.7433,11.3428,-11.3428,1,2764,4007,70,-0.16,0.09,0.62,0.02,-0.02,0.60,0.01,-0.01,0.60,0.02,-0.02,13.0, 4.8,-7.1
1012,K02770.01,205.385912,0.002047,-0.002047,3.159,0.149,-0.149, 8.2608,0.1913,-0.1913,2.39,0.14,-0.14,8.8281,0.2386,-0.2386,0.5913,0.0063,-0.0063,0.3542,0.0386,-0.0386,1,2770,4286,70,-0.19,0.09,0.69,0.03,-0.03,0.64,0.02,-0.02,0.64,0.02,-0.02,12.9, 4.9,-7.0
1013,K02785.01,4.76831033,1.911e-05,-1.911e-05,1.476,0.053,-0.053, 3.1653,0.0645,-0.0645,1.83,0.1,-0.1,3.8171,0.1204,-0.1204,0.0575,0.0008,-0.0008,402.7673,35.7432,-35.7432,1,2785,5860,100,0.02,0.06,1.13,0.05,-0.04,1.02,0.04,-0.04,1.12,0.03,-0.03, 5.5, 2.2,-2.0
1014,K02792.01,2.12821621,1.115e-05,-1.115e-05,0.468,0.02,-0.02, 3.1750,0.1146,-0.1146,0.7,0.04,-0.04,3.3714,0.1025,-0.1025,0.0355,0.0004,-0.0004,1674.0939,154.8056,-154.8056,1,2792,5969,100,0.21,0.06,1.37,0.05,-0.05,1.19,0.04,-0.04,1.36,0.03,-0.04, 3.9, 1.3,-1.1
1015,K02798.01,0.9161423,1.81e-06,-1.81e-06,0.909,0.057,-0.057, 1.1305,0.0570,-0.0570,0.57,0.04,-0.04,1.3315,0.0295,-0.0295,0.0159,0.0002,-0.0002,361.8407,36.376,-36.376,1,2798,4283,70,-0.5,0.09,0.57,0.02,-0.02,0.57,0.02,-0.02,0.55,0.02,-0.02,11.8, 5.6,-7.1
1016,K02801.01,6.99205021,3.838e-05,-3.838e-05,0.537,0.022,-0.022, 4.7475,0.1289,-0.1289,0.86,0.05,-0.05,5.3903,0.1475,-0.1475,0.0772,0.0011,-0.0011,422.7081,32.5318,-32.5318,1,2801,6027,100,0.03,0.06,1.46,0.06,-0.05,1.16,0.04,-0.06,1.46,0.03,-0.03, 4.5, 1.5,-0.9
1017,K02803.01,2.37752442,1.351e-05,-1.351e-05,0.518,0.03,-0.03, 2.3519,0.1306,-0.1306,0.55,0.04,-0.04,2.6552,0.0722,-0.0722,0.0359,0.0005,-0.0005,641.9018,51.8774,-51.8774,1,2803,5594,100,0.17,0.06,0.97,0.04,-0.04,0.99,0.04,-0.04,0.97,0.02,-0.02, 4.1, 3.1,-2.4
1018,K02805.01,1.87787854,7.38e-06,-7.38e-06,0.645,0.03,-0.03, 2.2884,0.1039,-0.1039,0.88,0.05,-0.05,3.1744,0.0942,-0.0942,0.0303,0.0004,-0.0004,1792.4913,149.935,-149.935,1,2805,5879,100,-0.24,0.06,1.25,0.05,-0.05,0.94,0.04,-0.04,1.24,0.03,-0.03, 9.2, 2.0,-1.9
1019,K02806.01,24.7543849,0.0001365,-0.0001365,2.202,0.13,-0.13, 3.2134,0.1454,-0.1454,1.73,0.12,-0.12,4.7366,0.153,-0.153,0.1541,0.002,-0.002,9.4391,1.2855,-1.2855,1,2806,4661,110,0.14,0.09,0.72,0.03,-0.03,0.75,0.03,-0.03,0.73,0.03,-0.02, 7.8, 7.0,-5.4
1020,K02828.01,59.4969009,0.0004885,-0.0004885,3.181,0.169,-0.169, 5.1602,0.1556,-0.1556,2.32,0.15,-0.15,6.0651,0.1749,-0.1749,0.269,0.0035,-0.0035,2.4597,0.3387,-0.3387,1,2828,4543,110,0.06,0.09,0.66,0.03,-0.03,0.70,0.03,-0.03,0.68,0.02,-0.02, 7.0, 7.2,-5.0
1021,K02828.02,505.462916,0.008292,-0.008292,3.72,0.191,-0.191, 9.5966,0.3791,-0.3791,2.7,0.18,-0.18,12.2878,0.3543,-0.3543,1.1043,0.0144,-0.0144,0.146,0.0201,-0.0201,1,2828,4543,110,0.06,0.09,0.66,0.03,-0.03,0.70,0.03,-0.03,0.68,0.02,-0.02, 7.0, 7.2,-5.0
1022,K02829.01,10.61345333,2.552e-05,-2.552e-05,1.142,0.065,-0.065, 0.9819,0.0804,-0.0804,1.8,0.12,-0.12,6.1531,0.1801,-0.1801,0.1,0.0016,-0.0016,224.0247,17.8188,-17.8188,0,2829,5913,100,0.02,0.06,1.44,0.06,-0.06,1.10,0.05,-0.05,1.43,0.03,-0.03, 5.9, 1.6,-1.4
1023,K02830.01,40.5289885,0.0002769,-0.0002769,1.762,0.06,-0.06,10.2203,0.1469,-0.1469,3.91,0.21,-0.21,12.2237,0.3802,-0.3802,0.2647,0.0023,-0.0023,88.0999,9.5414,-9.5414,0,2830,6447,100,0.06,0.06,2.03,0.09,-0.09,1.45,0.04,-0.04,2.00,0.07,-0.06, 2.1, 0.3,-0.2
1024,K02832.01,3.57551429,2.079e-05,-2.079e-05,0.875,0.047,-0.047, 2.3123,0.1347,-0.1347,0.74,0.05,-0.05,2.6487,0.1122,-0.1122,0.0443,0.0005,-0.0005,186.2251,24.7517,-24.7517,1,2832,5043,100,0.11,0.06,0.77,0.03,-0.03,0.82,0.03,-0.03,0.79,0.03,-0.03, 6.2, 6.6,-4.4
1025,K02833.01,1.79187703,8.3e-06,-8.3e-06,0.636,0.041,-0.041, 1.1387,0.1305,-0.1305,0.88,0.07,-0.07,2.9874,0.08,-0.08,0.031,0.0004,-0.0004,2232.4283,184.7312,-184.7312,1,2833,6253,100,-0.17,0.06,1.26,0.05,-0.05,1.11,0.04,-0.04,1.25,0.03,-0.03, 3.4, 1.2,-1.0
1026,K02834.01,136.205112,0.001384,-0.001384,3.117,0.173,-0.173, 5.2865,0.1827,-0.1827,2.41,0.17,-0.17,8.2393,0.2674,-0.2674,0.4719,0.0064,-0.0064,0.9737,0.1339,-0.1339,1,2834,4659,110,0.08,0.09,0.71,0.03,-0.03,0.74,0.03,-0.03,0.72,0.03,-0.02, 7.9, 7.0,-5.5
1027,K02835.01,6.30922043,1.723e-05,-1.723e-05,2.413,0.124,-0.124, 1.2809,0.0711,-0.0711,1.77,0.12,-0.12,2.8309,0.0821,-0.0821,0.0601,0.0007,-0.0007,40.5563,4.3571,-4.3571,0,2835,4414,70,-0.07,0.09,0.67,0.03,-0.03,0.67,0.03,-0.02,0.66,0.02,-0.02, 9.8, 6.6,-6.6
1028,K02836.01,2.94194296,1.324e-05,-1.324e-05,1.514,0.093,-0.093, 1.9888,0.1255,-0.1255,1.18,0.08,-0.08,2.3259,0.0772,-0.0772,0.0374,0.0005,-0.0005,159.1301,21.9277,-21.9277,1,2836,4697,110,0.0,0.09,0.72,0.03,-0.02,0.73,0.03,-0.03,0.72,0.03,-0.03, 8.7, 6.8,-5.9
1029,K02838.01,7.69994466,4.918e-05,-4.918e-05,0.777,0.04,-0.04, 4.3223,0.1688,-0.1688,1.38,0.09,-0.09,6.2174,0.214,-0.214,0.0808,0.0015,-0.0015,370.6288,30.5896,-30.5896,1,2838,5690,100,0.15,0.06,1.62,0.07,-0.07,1.10,0.08,-0.04,1.61,0.04,-0.04, 7.5, 1.2,-2.1
1030,K02838.02,4.77466043,4.201e-05,-4.201e-05,0.679,0.04,-0.04, 3.7328,0.1803,-0.1803,1.21,0.09,-0.09,5.3103,0.1828,-0.1828,0.0589,0.0011,-0.0011,696.4641,57.4822,-57.4822,1,2838,5690,100,0.15,0.06,1.62,0.07,-0.07,1.10,0.08,-0.04,1.61,0.04,-0.04, 7.5, 1.2,-2.1
1031,K02839.01,2.16457059,6.42e-06,-6.42e-06,2.105,0.104,-0.104, 1.2675,0.0690,-0.0690,1.56,0.09,-0.09,1.9701,0.0498,-0.0498,0.029,0.0002,-0.0002,111.0796,13.0742,-13.0742,1,2839,4012,70,-0.1,0.09,0.68,0.02,-0.02,0.62,0.01,-0.01,0.63,0.02,-0.02,14.1, 4.0,-6.6
1032,K02840.01,3.67936863,2.007e-05,-2.007e-05,0.854,0.04,-0.04, 3.3554,0.1408,-0.1408,1.43,0.09,-0.09,4.7563,0.1422,-0.1422,0.0479,0.0006,-0.0006,894.596,86.354,-86.354,1,2840,5627,100,-0.02,0.06,1.53,0.07,-0.06,0.99,0.04,-0.04,1.51,0.04,-0.04,10.1, 1.4,-1.4
1033,K02845.01,1.57409032,5.52e-06,-5.52e-06,1.354,0.087,-0.087, 1.4847,0.0976,-0.0976,1.0,0.07,-0.07,1.8298,0.0368,-0.0368,0.0237,0.0001,-0.0001,193.5409,20.6396,-20.6396,1,2845,4081,70,0.2,0.09,0.67,0.02,-0.02,0.64,0.01,-0.01,0.66,0.02,-0.02,11.3, 5.8,-6.9
1034,K02869.01,3.30040818,2.21e-05,-2.21e-05,0.924,0.041,-0.041, 4.3710,0.1710,-0.1710,2.08,0.13,-0.13,5.3739,0.148,-0.148,0.0512,0.0004,-0.0004,2394.3215,244.3377,-244.3377,0,2869,6407,100,0.18,0.06,2.06,0.09,-0.08,1.50,0.04,-0.04,2.04,0.06,-0.06, 1.9, 0.2,-0.2
1035,K02883.01,11.95401876,7.573e-05,-7.573e-05,2.635,0.17,-0.17, 2.5108,0.1098,-0.1098,1.78,0.14,-0.14,3.2949,0.1038,-0.1038,0.0889,0.001,-0.001,12.7986,1.5706,-1.5706,1,2883,4212,70,-0.18,0.09,0.62,0.03,-0.03,0.61,0.02,-0.02,0.60,0.02,-0.02,10.7, 6.2,-6.9
1036,K02906.01,13.9093544,0.0001661,-0.0001661,0.858,0.043,-0.043, 6.6387,0.2991,-0.2991,1.48,0.1,-0.1,7.3708,0.2639,-0.2639,0.1183,0.0019,-0.0019,211.4533,19.0458,-19.0458,1,2906,6087,100,-0.28,0.06,1.58,0.07,-0.07,1.07,0.06,-0.05,1.55,0.05,-0.04, 6.0, 1.1,-1.4
1037,K02914.01,21.1181653,0.0001574,-0.0001574,0.99,0.039,-0.039, 9.3836,0.1663,-0.1663,2.33,0.13,-0.13,11.0331,0.2629,-0.2629,0.1639,0.0012,-0.0012,232.1552,21.501,-21.501,0,2914,6252,100,-0.27,0.06,2.15,0.08,-0.08,1.24,0.03,-0.03,2.14,0.05,-0.05, 3.5, 0.3,-0.3
1038,K02915.01,5.06092282,2.616e-05,-2.616e-05,0.779,0.042,-0.042, 2.4067,0.1182,-0.1182,0.78,0.05,-0.05,3.2503,0.0844,-0.0844,0.0582,0.0007,-0.0007,218.9266,18.241,-18.241,1,2915,5617,100,0.02,0.06,0.92,0.04,-0.04,0.94,0.03,-0.04,0.91,0.02,-0.02, 3.7, 3.1,-2.3
1039,K02925.01,0.71653185,1.28e-06,-1.28e-06,0.949,0.107,-0.107, 0.4622,0.1143,-0.1143,0.88,0.11,-0.11,1.6072,0.0274,-0.0274,0.016,0.0001,-0.0001,2285.9758,198.3002,-198.3002,1,2925,5453,100,0.19,0.06,0.85,0.03,-0.03,0.94,0.02,-0.03,0.86,0.01,-0.01, 1.9, 2.4,-1.3
1040,K02935.01,27.8813154,0.0003804,-0.0003804,1.349,0.068,-0.068, 6.1160,0.3203,-0.3203,2.77,0.19,-0.19,10.2997,0.3784,-0.3784,0.2019,0.0016,-0.0016,136.0085,15.978,-15.978,0,2935,6510,100,-0.14,0.06,1.88,0.09,-0.09,1.35,0.03,-0.03,1.86,0.07,-0.07, 2.4, 0.3,-0.2
1041,K02943.01,54.4099612,0.0005548,-0.0005548,1.277,0.056,-0.056, 9.0498,0.2052,-0.2052,2.17,0.13,-0.13,11.0543,0.3175,-0.3175,0.3043,0.0044,-0.0044,25.8876,2.2719,-2.2719,1,2943,5785,100,0.34,0.06,1.56,0.07,-0.06,1.22,0.04,-0.07,1.55,0.04,-0.04, 4.7, 1.7,-0.9
1042,K02948.01,11.39169531,7.567e-05,-7.567e-05,0.656,0.032,-0.032, 4.8356,0.1487,-0.1487,1.16,0.07,-0.07,6.9621,0.2538,-0.2538,0.1054,0.0023,-0.0023,190.1455,14.35,-14.35,1,2948,5515,100,0.44,0.06,1.61,0.07,-0.06,1.12,0.11,-0.04,1.60,0.04,-0.04, 7.7, 1.3,-2.7
1043,K02949.01,10.1747037,0.000126,-0.000126,0.679,0.042,-0.042, 4.6821,0.4197,-0.4197,1.02,0.07,-0.07,5.7944,0.159,-0.159,0.0972,0.0014,-0.0014,213.5848,17.3392,-17.3392,1,2949,5895,100,0.07,0.06,1.38,0.06,-0.05,1.10,0.05,-0.05,1.37,0.03,-0.03, 5.7, 1.7,-1.3
1044,K02956.01,3.93766786,3.442e-05,-3.442e-05,0.457,0.022,-0.022, 4.6481,0.1993,-0.1993,1.01,0.06,-0.06,5.7925,0.1438,-0.1438,0.0557,0.0008,-0.0008,1805.3118,133.6303,-133.6303,1,2956,6280,100,-0.05,0.06,2.02,0.08,-0.07,1.36,0.03,-0.09,2.01,0.04,-0.04, 2.6, 0.9,-0.3
1045,K02961.01,3.7847507,4e-05,-4e-05,0.531,0.033,-0.033, 2.9847,0.2512,-0.2512,0.69,0.05,-0.05,3.5831,0.1057,-0.1057,0.0513,0.0006,-0.0006,650.6286,57.6511,-57.6511,1,2961,6078,100,0.13,0.06,1.19,0.05,-0.05,1.15,0.04,-0.04,1.18,0.03,-0.03, 2.3, 1.4,-1.1
1046,K02964.01,47.4497134,0.0006945,-0.0006945,1.327,0.066,-0.066,10.3646,0.3752,-0.3752,2.49,0.16,-0.16,11.9871,0.3812,-0.3812,0.2669,0.0034,-0.0034,50.5216,4.7355,-4.7355,1,2964,6126,100,-0.35,0.06,1.72,0.07,-0.07,1.08,0.04,-0.04,1.69,0.05,-0.04, 5.7, 0.9,-0.8
1047,K02968.01,10.16435076,8.658e-05,-8.658e-05,0.569,0.024,-0.024, 5.7586,0.1701,-0.1701,1.35,0.08,-0.08,8.6743,0.2104,-0.2104,0.1018,0.0008,-0.0008,582.0542,53.97,-53.97,1,2968,6176,100,-0.14,0.06,2.17,0.08,-0.08,1.27,0.03,-0.03,2.15,0.05,-0.05, 3.5, 0.3,-0.3
1048,K02970.01,4.82051088,3.66e-05,-3.66e-05,0.592,0.031,-0.031, 3.4000,0.2290,-0.2290,0.73,0.05,-0.05,3.7486,0.1018,-0.1018,0.0594,0.0007,-0.0007,470.99,39.3646,-39.3646,1,2970,6178,100,-0.06,0.06,1.14,0.04,-0.04,1.10,0.04,-0.04,1.13,0.02,-0.02, 2.2, 1.4,-1.1
1049,K02971.01,6.09595681,6.131e-05,-6.131e-05,0.755,0.036,-0.036, 5.1963,0.2593,-0.2593,1.44,0.09,-0.09,5.7512,0.1499,-0.1499,0.0744,0.0005,-0.0005,731.7947,76.2592,-76.2592,1,2971,6248,100,0.18,0.06,1.74,0.07,-0.07,1.37,0.03,-0.03,1.72,0.05,-0.05, 2.5, 0.3,-0.3
1050,K02977.01,2.7881793,1.852e-05,-1.852e-05,0.686,0.042,-0.042, 3.3220,0.1520,-0.1520,0.96,0.07,-0.07,3.5783,0.103,-0.103,0.0406,0.0006,-0.0006,1091.7908,91.5688,-91.5688,1,2977,5946,100,-0.06,0.06,1.28,0.05,-0.05,1.04,0.04,-0.04,1.27,0.03,-0.03, 6.2, 1.8,-1.5
1051,K02977.02,4.13827684,2.596e-05,-2.596e-05,0.734,0.036,-0.036, 3.3938,0.1772,-0.1772,1.03,0.06,-0.06,4.0763,0.1173,-0.1173,0.0527,0.0007,-0.0007,648.2775,54.3712,-54.3712,1,2977,5946,100,-0.06,0.06,1.28,0.05,-0.05,1.04,0.04,-0.04,1.27,0.03,-0.03, 6.2, 1.8,-1.5
1052,K02984.01,11.45541896,9.72e-05,-9.72e-05,0.769,0.042,-0.042, 4.8130,0.2194,-0.2194,1.43,0.09,-0.09,7.0705,0.1665,-0.1665,0.111,0.0011,-0.0011,293.7751,25.2144,-25.2144,1,2984,6128,100,0.11,0.06,1.70,0.07,-0.06,1.30,0.03,-0.05,1.69,0.04,-0.03, 3.2, 0.8,-0.4
1053,K02992.01,82.6595174,0.0005443,-0.0005443,3.237,0.171,-0.171, 3.2840,0.1493,-0.1493,2.19,0.14,-0.14,6.1609,0.2235,-0.2235,0.315,0.0032,-0.0032,0.8529,0.1144,-0.1144,0,2992,4082,70,-0.27,0.09,0.62,0.02,-0.02,0.59,0.02,-0.02,0.58,0.02,-0.03,12.6, 5.1,-7.2
1054,K03015.01,3.61460332,2.436e-05,-2.436e-05,0.61,0.034,-0.034, 3.2146,0.1828,-0.1828,1.01,0.07,-0.07,4.6357,0.1325,-0.1325,0.0478,0.0006,-0.0006,953.8283,83.7626,-83.7626,1,3015,5739,100,-0.04,0.06,1.51,0.06,-0.06,1.02,0.04,-0.04,1.50,0.03,-0.03, 8.8, 1.4,-1.4
1055,K03017.01,2.46288834,1.574e-05,-1.574e-05,0.644,0.042,-0.042, 1.6307,0.1590,-0.1590,0.62,0.05,-0.05,2.5288,0.0748,-0.0748,0.0353,0.0005,-0.0005,531.4494,43.9299,-43.9299,1,3017,5565,100,-0.16,0.06,0.88,0.04,-0.03,0.87,0.04,-0.04,0.88,0.02,-0.02, 6.3, 3.7,-3.2
1056,K03034.01,31.0209175,0.0001895,-0.0001895,2.683,0.158,-0.158, 1.7761,0.1253,-0.1253,1.91,0.13,-0.13,4.7761,0.0964,-0.0964,0.1679,0.0011,-0.0011,3.4493,0.377,-0.377,0,3034,4038,70,0.09,0.09,0.65,0.02,-0.02,0.62,0.01,-0.01,0.64,0.02,-0.02,11.8, 5.6,-7.0
1057,K03039.01,20.3504704,0.0002623,-0.0002623,0.933,0.04,-0.04, 6.9976,0.2552,-0.2552,1.56,0.09,-0.09,8.4616,0.2562,-0.2562,0.1464,0.0019,-0.0019,105.5668,9.9654,-9.9654,1,3039,5765,100,-0.24,0.06,1.53,0.07,-0.06,0.95,0.04,-0.04,1.51,0.04,-0.04, 9.8, 1.3,-1.3
1058,K03052.01,10.12956201,9.948e-05,-9.948e-05,0.825,0.052,-0.052, 2.9267,0.2768,-0.2768,1.02,0.08,-0.08,5.1898,0.1206,-0.1206,0.0886,0.0008,-0.0008,120.7202,11.1908,-11.1908,0,3052,5396,100,-0.12,0.06,1.13,0.05,-0.04,0.84,0.03,-0.02,1.12,0.02,-0.02,16.9, 1.9,-2.4
1059,K03052.02,15.6112238,0.0001275,-0.0001275,0.97,0.057,-0.057, 3.8183,0.2225,-0.2225,1.2,0.08,-0.08,5.986,0.1391,-0.1391,0.1179,0.0011,-0.0011,68.206,6.3227,-6.3227,0,3052,5396,100,-0.12,0.06,1.13,0.05,-0.04,0.84,0.03,-0.02,1.12,0.02,-0.02,16.9, 1.9,-2.4
1060,K03060.01,6.9131732,0.0001679,-0.0001679,0.58,0.034,-0.034, 4.7456,0.4765,-0.4765,1.05,0.07,-0.07,5.9456,0.1623,-0.1623,0.0784,0.0011,-0.0011,583.5694,48.7639,-48.7639,1,3060,6187,100,-0.06,0.06,1.67,0.07,-0.06,1.24,0.03,-0.07,1.65,0.04,-0.04, 3.4, 1.2,-0.5
1061,K03068.01,3.91679553,2.602e-05,-2.602e-05,1.153,0.074,-0.074, 2.0281,0.1631,-0.1631,0.86,0.06,-0.06,2.481,0.082,-0.082,0.0445,0.0006,-0.0006,106.1271,14.827,-14.827,1,3068,4738,110,-0.16,0.09,0.68,0.02,-0.02,0.70,0.03,-0.03,0.68,0.03,-0.02, 8.4, 7.0,-5.8
1062,K03075.01,4.76559056,2.772e-05,-2.772e-05,0.759,0.043,-0.043, 2.1876,0.1492,-0.1492,0.7,0.05,-0.05,3.154,0.0731,-0.0731,0.0518,0.0006,-0.0006,192.2749,17.1779,-17.1779,1,3075,5362,100,-0.44,0.06,0.85,0.04,-0.03,0.75,0.03,-0.02,0.84,0.02,-0.02,15.4, 2.9,-3.9
1063,K03077.01,4.09578199,2.002e-05,-2.002e-05,1.829,0.135,-0.135, 1.6143,0.1170,-0.1170,1.34,0.12,-0.12,2.5477,0.0761,-0.0761,0.0465,0.0006,-0.0006,91.5691,12.5251,-12.5251,1,3077,4603,110,0.12,0.09,0.67,0.03,-0.03,0.73,0.03,-0.03,0.70,0.02,-0.02, 6.4, 7.1,-4.6
1064,K03094.01,4.5770016,1.039e-05,-1.039e-05,2.487,0.138,-0.138, 0.9032,0.0756,-0.0756,1.36,0.09,-0.09,2.1208,0.0353,-0.0353,0.044,0.0003,-0.0003,23.1049,2.4829,-2.4829,0,3094,3783,70,-0.28,0.09,0.50,0.02,-0.02,0.49,0.01,-0.01,0.49,0.01,-0.01,12.0, 5.4,-7.0
1065,K03096.01,14.4540329,0.0001784,-0.0001784,0.826,0.043,-0.043, 6.8080,0.4232,-0.4232,1.5,0.1,-0.1,8.1577,0.2137,-0.2137,0.1175,0.0012,-0.0012,157.058,15.4161,-15.4161,1,3096,5473,100,-0.04,0.06,1.66,0.07,-0.07,0.97,0.03,-0.03,1.64,0.04,-0.04,10.9, 1.1,-1.1
1066,K03097.01,11.9216035,0.0001178,-0.0001178,0.608,0.031,-0.031, 4.7668,0.2024,-0.2024,1.08,0.07,-0.07,7.1454,0.2354,-0.2354,0.108,0.0021,-0.0021,240.9914,16.1863,-16.1863,1,3097,5909,100,-0.05,0.06,1.62,0.06,-0.06,1.11,0.09,-0.05,1.60,0.03,-0.03, 6.2, 1.2,-1.9
1067,K03097.02,6.80257947,6.099e-05,-6.099e-05,0.527,0.026,-0.026, 4.4909,0.2191,-0.2191,0.93,0.06,-0.06,5.9377,0.1956,-0.1956,0.0746,0.0015,-0.0015,505.3987,33.9453,-33.9453,1,3097,5909,100,-0.05,0.06,1.62,0.06,-0.06,1.11,0.09,-0.05,1.60,0.03,-0.03, 6.2, 1.2,-1.9
1068,K03097.03,8.70312154,8.49e-05,-8.49e-05,0.525,0.03,-0.03, 4.5524,0.2405,-0.2405,0.93,0.06,-0.06,6.4407,0.2122,-0.2122,0.0877,0.0017,-0.0017,365.0835,24.521,-24.521,1,3097,5909,100,-0.05,0.06,1.62,0.06,-0.06,1.11,0.09,-0.05,1.60,0.03,-0.03, 6.2, 1.2,-1.9
1069,K03109.01,10.6761592,0.0001071,-0.0001071,1.135,0.063,-0.063, 4.4859,0.2274,-0.2274,3.08,0.22,-0.22,9.4059,0.2817,-0.2817,0.1121,0.0019,-0.0019,641.0701,57.1816,-57.1816,0,3109,6237,100,0.09,0.06,2.48,0.11,-0.11,1.54,0.04,-0.12,2.44,0.08,-0.07, 2.0, 0.6,-0.2
